选国家,澳大利亚:1
选国家,新南威尔士:2
选国家,昆士兰:2
选国家,南澳大利亚:2
选国家,塔斯马尼亚:2
选国家,维多利亚:2
选国家,西澳大利亚:2
选国家,柏斯:2
选国家,奥班尼:2
选国家,布鲁姆:2
选国家,班伯利:2
选国家,费利曼图:2
选国家,杰洛顿:2
选国家,卡古利:2
选国家,曼杜拉:2
选国家,贺德兰港:2
选国家,悉尼:2
选国家,纽卡斯尔:2
选国家,卧龙岗:2
选国家,中海岸:2
选国家,黄金海岸-堤维德岬:2
选国家,堪培拉-昆比恩:2
选国家,奥尔伯里-沃汤加:2
选国家,,诺拉-博马德利:2
选国家,沃加沃加:2
选国家,托雷斯海峡:2　
选国家,凯恩斯:2
选国家,伊萨山:2　
选国家,汤斯维尔:2　
选国家,麦凯:2　
选国家,洛坎普顿:2　
选国家,格列士敦:2　
选国家,朗芮:2　
选国家,查理维尔:2　
选国家,班德堡:2　
选国家,图翁巴:2　
选国家,阳光海岸:2　
选国家,加顿:2　
选国家,布里斯班:2　
选国家,黄金海岸:2
选国家,荷巴特:2
选国家,朗瑟士敦:2
选国家,伯尔尼:2
选国家,德文港:2
选国家,亚瑟港:2
选国家,罗斯:2
选国家,里奇蒙:2
选国家,布鲁尼岛:2
选国家,温格拉斯湾:2
选国家,摇篮山:2
选国家,戈登坝:2
选国家,墨尔本:2
选国家,基隆:2
选国家,奥尔伯里-沃东加:2
选国家,柏拉瑞特:2
选国家,本迪戈:2
选国家,雪帕敦:2
选国家,米尔杜拉:2
选国家,吉普斯兰:2
选国家,菲利普岛:2
选国家,柏斯:2
选国家,奥班尼:2
选国家,布鲁姆:2
选国家,班伯利:2
选国家,费利曼图:2
选国家,杰洛顿:2
选国家,卡古利:2
选国家,曼杜拉:2
选国家,贺德兰港:2
选国家,澳大利亚:1
选学校,悉尼大学:2
选学校,墨尔本大学:2
选学校,新南威尔士大学:2
选学校,莫纳什大学:2
选学校,昆士兰大学:2
选学校,悉尼科技大学:2
选学校,卧龙岗大学:2
选学校,塔斯马尼亚大学:2
选学校,格里菲斯大学:2
选学校,南澳大学:2
选学校,圣母大学:2
选学校,墨尔本皇家理工大学:2
选学校,西悉尼大学:2
选学校,堪培拉大学:2
选学校,拉筹伯大学:2
选学校,邦德大学:2
选学校,科廷科技大学:2
选学校,中央昆士兰大学:2
选学校,西澳大利亚大学:2
选学校,新英格兰大学:2
选学校,莫道克大学:2
选学校,阿得雷德大学:2
选学校,艾迪斯·考文大学:2
选学校,澳大利亚天主教大学:2
选学校,澳洲飞行学院:2
选学校,巴拉洛特大学:2
选学校,北领地大学:2
选学校,查尔斯-斯德特大学:2
选学校,选学校,迪金大学:2
选学校,费林德斯大学:2
选学校,弗兰德大学:2
选学校,国立大学:2
选学校,昆士兰理工大学:2
选学校,麦克里大学:2
选学校,南极星大学:2
选学校,南昆士兰大学:2
选学校,斯运伯恩理工大学:2
选学校,维多利亚科技大学:2
选学校,新堡大学:2
选学校,詹姆斯·库克大学:2
选学校,钮卡斯尔大学:2
选国家,加拿大:1
选国家,阿尔伯塔省:2
选国家,不列颠哥伦比亚省:2
选国家,马尼托巴省:2
选国家,纽芬兰与拉布拉多省:2
选国家,新不伦瑞克省:2
选国家,新斯科舍省:2
选国家,安大略省:2
选国家,爱德华王子岛省:2
选国家,魁北克省:2
选国家,萨斯喀彻温省:2
选国家,艾德蒙顿:4
选国家,卡加利:4
选国家,红鹿市:4
选国家,莱斯布里奇:4
选国家,艾尔德里:4
选国家,圣阿伯特:4
选国家,格兰帕拉利:4
选国家,斯布塞格路夫:4
选国家,维多利亚:4
选国家,基隆拿:4
选国家,阿伯茨福:4
选国家,锦禄:4
选国家,纳奈莫:4
选国家,乔治王子城:4
选国家,智利域:4
选国家,佛农:4
选国家,科特尼:4
选国家,温哥华:4
选国家,素里:4
选国家,本那比:4
选国家,列治文:4
选国家,亚博斯福:4
选国家,高贵林市:4
选国家,珊尼治:4
选国家,基隆拿:4
选国家,渥太华:4
选国家,多伦多:4
选国家,哈密尔顿:4
选国家,京士顿:4
选国家,雷湾:4
选国家,伦敦:4
选国家,,温莎:4
选国家,佩塔瓦沃:4
选国家,下圣劳伦斯:4
选国家,萨格内-圣约翰湖:4
选国家,蒙特利尔:4
选国家,阿比蒂比-蒂米斯坎明格:4
选国家,加拿大:1
选学校,多伦多大学:2
选学校,滑铁卢大学:2
选学校,约克大学:2
选学校,麦吉尔大学:2
选学校,阿尔伯塔大学:2
选学校,维多利亚大学:2
选学校,西安大略大学:2
选学校,英属哥伦比亚大学:2
选学校,渥太华大学:2
选学校,渥太华大学:2
选学校,温莎大学:2
选学校,麦克马斯特大学:2
选学校,卡尔加里大学:2
选学校,布鲁克大学:2
选学校,卡尔顿大学:2
选学校,蒙特利尔大学:2
选学校,萨省大学:2
选学校,圭尔夫大学:2
选学校,康考迪亚大学:2
选学校,里贾纳大学:2
选学校,劳里埃大学:2
选学校,西蒙弗雷泽大学:2
选学校,瑞尔森大学:2
选学校,魁北克大学:2
选学校,女王大学:2
选学校,西三一大学:2
选学校,温尼伯大学:2
选学校,湖首大学:2
选学校,选学校,劳伦森大学:2
选学校,圣托马斯大学:2
选学校,加拿大乔治布朗学院:2
选学校,特伦特大学:2
选学校,纽布伦斯威克大学:2
选学校,北英属哥伦比亚大学:2
选学校,布兰登大学:2
选学校,安省理工大学:2
选学校,加拿大皇家学院:2
选学校,英皇学院:2
选学校,阿尔伯塔艺术和设计学院:2
选学校,阿卡迪亚大学:2
选学校,阿瑟巴斯卡大学:2
选学校,爱德华王子岛大学:2
选学校,爱米莉·卡尔设计学院:2
选学校,安大略省艺术设计学院:2
选学校,百年纪念学院:2
选学校,比舍大学:2
选学校,不列颠海角大学:2
选学校,戴尔豪西大学:2
选学校,选学校,德汉姆学院:2
选学校,菲莎河谷学院:2
选学校,国王学院大学:2
选学校,哈利法克斯:2
选学校,皇家路大学:2
选学校,加里布大学:2
选学校,加拿大奥提根大学学院:2
选学校,加拿大麦基尔大学:2
选学校,加拿大莫霍克学院:2
选学校,加拿大新康电脑学院:2
选学校,加拿大亚伯大学:2
选学校,肯高迪亚大学:2
选学校,魁北克大学赤库特米校区:2
选学校,魁北克大学里姆斯基校区:2
选学校,魁北克大学蒙特利尔校区:2
选学校,选学校,魁北克大学三河校区:2
选学校,魁北克大学乌托艾校区:2
选学校,昆特兰学院:2
选学校,拉瓦尔大学:2
选学校,莱斯布里大学:2
选学校,马拉斯比纳大学:2
选学校,马尼托巴大学:2
选学校,玛那圣宾那大学学院:2
选学校,蒙克顿大学:2
选学校,蒙特爱利森大学:2
选学校,尼比辛大学:2
选学校,纽宾士域大学:2
选学校,纽芬兰纪念大学:2
选学校,派特森学院:2
选学校,萨斯喀彻温大学:2
选学校,圣安娜大学:2
选学校,圣弗郎西斯大学:2
选学校,圣玛莉大学:2
选学校,圣文森山大学:2
选学校,汤姆森河大学:2
选学校,谢布鲁克大学:2
选学校,辛尼加专上专科学院:2
选学校,新斯科舍省CAD大学:2
选学校,新斯科舍省农学院:2
选专业,农业:1
选专业,农业操作:2
选专业,家禽服务:2
选专业,动物训练:2
选专业,宠物美容:2
选专业,马术:2
选专业,马术研究:3
选专业,标本制作/剥制师:2
选专业,农产品加工:2
选专业,农业贸易及管理:2
选专业,农业企业/农业业务操作:2
选专业,农业贸易及管理:2
选专业,农业贸易技术:2
选专业,农业经济:2
选专业,农业/农场供给零售及批发:2
选专业,农场/农场和牧场管理:2
选专业,农业机械化:2
选专业,农业机械和设备/机器技术:2
选专业,农业机械化:2
选专业,农业动力机械操作:2
选专业,农业生产操作:2
选专业,农业生产操作:2
选专业,农业生态学和可持续农业:2
选专业,动物/畜牧业生产:2
选专业,水产养殖:2
选专业,种植业:2
选专业,奶牛饲养与生产:2
选专业,养马/马科学和管理:2
选专业,葡萄种植与葡萄酒学:2
选专业,农业公共服务:2
选专业,农业推广教育服务:2
选专业,农业通信/新闻:2
选专业,动物科学:2
选专业,农业动物育种:2
选专业,动物健康:2
选专业,动物营养:2
选专业,动物科学:2
选专业,乳牛学:2
选专业,家畜管理:2
选专业,家禽学:2
选专业,应用园艺和园艺业务服务:2
选专业,应用园艺/园艺操作:2
选专业,花卉栽培/花艺运营和管理:2
选专业,温室经营管理:2
选专业,景观美化:2
选专业,观赏园艺学:2
选专业,苗圃经营管理:2
选专业,草坪管理:2
选专业,食物科学及技术:2
选专业,食物科学:2
选专业,食物科技与加工:2
选专业,国际农业:2
选专业,国际农业:2
选专业,植物科学:2
选专业,农业和园艺植物育种:2
选专业,农艺学及作物科学:2
选专业,园艺科学:2
选专业,植物保护和综合病虫害管理:2
选专业,植物科学:2
选专业,草原科学及管理:2
选专业,土壤学:2
选专业,土壤化学:2
选专业,土壤微生物学:2
选专业,土壤科学与农学:2
选专业,Agriculture/ Agriculture Operations/ and Related Sciences:2
选专业,Agricultural and Domestic Animal Services:2
选专业,Animanl Training:2
选专业,dog/pet/animal Grooming:2
选专业,Equestrian /Equine Study:2
选专业,Taxidermy /Taxidermist:2
选专业,Agricultural and Food Products Processing:2
选专业,Agricultural and Food Products Processing:2
选专业,Agricultural Business and Management:2
